,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Totalcases,safety_index
1557,west bengal,malda,2012,158,189,7,177,0,660,0,1191,32.510685531432124
1558,west bengal,murshidabad,2012,257,464,39,609,6,2831,0,4206,27.594814435875918
1559,west bengal,nadia,2012,174,374,46,56,11,1860,0,2521,29.39816506564149
1560,west bengal,paschim midnapur,2012,64,115,26,99,1,823,0,1128,32.76208166845043
1561,west bengal,purab midnapur,2012,65,170,31,19,0,572,0,857,34.09500643595363
1562,west bengal,purulia,2012,50,34,12,64,0,206,0,366,39.00945498281852
1563,west bengal,sealdah g.r.p.,2012,0,5,1,14,2,0,0,22,74.4921859773347
1564,west bengal,siliguri g.r.p.,2012,0,3,1,8,1,0,0,13,89.77117175026231
1565,west bengal,siliguri_pc,2012,21,111,3,35,12,370,0,552,36.470540433311655
1566,west bengal,uttar dinajpur,2012,92,258,9,150,5,623,0,1137,32.725078145226576
1568,a&n islands,car,2012,0,1,0,1,0,0,0,2,332.1928094887363
1569,a&n islands,north,2012,4,0,0,2,1,2,0,9,104.79516371446924
1570,a&n islands,south,2012,8,6,2,14,3,3,0,36,64.25486044692344
1572,chandigarh,chandigarh,2012,27,66,5,45,25,73,0,241,41.981227763133
1574,d&n haveli,d and n haveli,2012,3,9,0,2,0,0,0,14,87.25028695491561
1576,daman & diu,daman,2012,5,0,0,0,0,1,0,6,128.5097208938469
1577,daman & diu,diu,2012,0,0,0,0,0,2,0,2,332.1928094887363
1579,delhi,caw,2012,0,0,0,0,0,178,0,178,44.436149650910345
1580,delhi,central,2012,31,95,4,47,12,57,0,246,41.824639950663546
1581,delhi,crime branch,2012,1,1,0,0,0,0,0,2,332.1928094887363
1582,delhi,delhi ut total,2012,706,2160,134,727,208,1985,0,5920,26.508873785017588
1583,delhi,east,2012,90,251,7,96,26,202,0,672,35.36856715288222
1584,delhi,eow,2012,0,0,0,0,0,0,0,2,332.1928094887363
1585,delhi,grp(rly),2012,4,12,1,12,6,0,0,35,64.76398521807292
1586,delhi,igi airport,2012,0,0,0,6,0,0,0,6,128.5097208938469
1587,delhi,new delhi,2012,5,13,0,29,7,4,0,58,56.7077308316706
1588,delhi,north,2012,14,84,6,29,10,70,0,213,42.948323311332906
1589,delhi,north-east,2012,78,263,25,69,9,293,0,737,34.87397866703047
1590,delhi,north-west,2012,64,184,12,19,14,212,0,505,36.99194278849599
1591,delhi,outer,2012,67,317,15,79,18,244,0,740,34.85253537116764
1592,delhi,south,2012,70,134,17,59,36,68,0,384,38.69473040340378
1593,delhi,south-east,2012,116,306,11,160,43,123,0,759,34.719307537614455
1594,delhi,south-west,2012,87,244,18,69,21,207,0,646,35.58424413626223
1595,delhi,stf,2012,0,0,0,0,0,0,0,2,332.1928094887363
1596,delhi,west,2012,79,256,18,53,6,327,0,739,34.85967053343001
1597,lakshadweep,lakshadweep,2012,0,0,0,1,0,1,0,2,332.1928094887363
1599,puducherry,karaikal,2012,6,2,0,2,0,1,0,11,96.02525677891276
1600,puducherry,puducherry,2012,7,14,0,7,2,5,0,35,64.76398521807292
1602,andhra pradesh,adilabad,2013,61,47,12,197,138,464,0,919,33.74598473087475
1603,andhra pradesh,anantapur,2013,28,84,23,337,43,161,0,676,35.33635461876642
1604,andhra pradesh,chittoor,2013,31,27,13,119,84,435,0,709,35.07976499005254
1605,andhra pradesh,cuddapah,2013,19,50,9,318,163,207,0,766,34.67131354241991
1606,andhra pradesh,cyberabad,2013,138,129,43,350,338,1526,0,2524,29.393701838896142
1607,andhra pradesh,east godavari,2013,74,33,15,352,222,483,0,1179,32.557236055432334
1608,andhra pradesh,guntakal rly.,2013,0,0,0,3,2,0,0,5,143.06765580733932
1609,andhra pradesh,guntur,2013,38,54,16,296,135,608,0,1147,32.684401772784895
1610,andhra pradesh,guntur urban,2013,28,34,7,124,93,326,0,612,35.88407606266099
1611,andhra pradesh,hyderabad city,2013,101,52,39,225,90,1480,0,1987,30.319587856513053
1612,andhra pradesh,karimnagar,2013,57,103,39,354,276,670,0,1499,31.488112785656913
1613,andhra pradesh,khammam,2013,100,104,15,254,297,768,0,1538,31.37790087902047
1614,andhra pradesh,krishna,2013,58,37,14,387,274,708,0,1478,31.548981474399817
1615,andhra pradesh,kurnool,2013,26,50,11,374,199,203,0,863,34.05982026562682
1616,andhra pradesh,mahaboobnagar,2013,117,63,33,219,98,234,0,764,34.684967693658784
1617,andhra pradesh,medak,2013,64,38,25,169,73,476,0,845,34.16634633811137
1618,andhra pradesh,nalgonda,2013,77,110,27,367,313,327,0,1221,32.39689394396569
1619,andhra pradesh,nellore,2013,26,81,8,263,221,374,0,973,33.465938318118994
1620,andhra pradesh,nizamabad,2013,49,33,17,142,295,732,0,1268,32.22563872971917
1621,andhra pradesh,prakasham,2013,39,57,8,298,26,484,0,912,33.783842696317855
1622,andhra pradesh,rajahmundry,2013,14,4,2,67,68,209,0,364,39.04570144643007
1623,andhra pradesh,ranga reddy,2013,37,25,14,69,23,168,0,336,39.58296531862408
1624,andhra pradesh,secunderabad rly.,2013,0,2,0,11,0,0,0,13,89.77117175026231
1625,andhra pradesh,srikakulam,2013,42,23,3,207,129,361,0,765,34.678134811853475
1626,andhra pradesh,tirupathi urban,2013,10,15,7,45,31,133,0,241,41.981227763133
1627,andhra pradesh,vijayawada city,2013,48,45,12,249,456,1227,0,2037,30.22069238737578
1628,andhra pradesh,vijayawada rly.,2013,1,1,2,6,5,0,0,15,85.02741537276027
1629,andhra pradesh,visakha rural,2013,32,23,8,139,79,210,0,491,37.159781408593076
1630,andhra pradesh,visakhapatnam,2013,67,50,8,149,100,548,0,922,33.72987386135576
1631,andhra pradesh,vizianagaram,2013,42,25,10,165,95,383,0,720,34.997677072898355
1632,andhra pradesh,warangal,2013,52,63,20,206,10,129,0,480,37.29615918405034
1633,andhra pradesh,warangal urban,2013,36,47,16,127,81,195,0,502,37.02738636791765
1634,andhra pradesh,west godavari,2013,123,86,16,342,245,855,0,1667,31.037243576606016
1636,arunachal pradesh,anjaw,2013,0,0,0,0,0,0,0,2,332.1928094887363
1637,arunachal pradesh,changlang,2013,5,5,0,2,0,1,0,13,89.77117175026231
1638,arunachal pradesh,dibang valley,2013,0,1,0,2,0,0,0,3,209.59032742893848
1639,arunachal pradesh,k/kumey,2013,0,1,0,1,0,0,0,2,332.1928094887363
1640,arunachal pradesh,kameng east,2013,2,12,0,6,0,0,0,20,76.8621786840241
1641,arunachal pradesh,kameng west,2013,2,0,0,0,0,0,0,2,332.1928094887363
1642,arunachal pradesh,lohit,2013,10,22,0,10,0,2,0,44,60.84750807294722
1643,arunachal pradesh,longding,2013,1,2,0,2,0,0,0,5,143.06765580733932
1644,arunachal pradesh,papum pare,2013,18,22,0,24,1,20,0,85,51.82907592915772
1645,arunachal pradesh,rural,2013,3,5,0,5,0,1,0,14,87.25028695491561
1646,arunachal pradesh,siang east,2013,10,2,0,6,0,1,0,19,78.20114830995408
1647,arunachal pradesh,siang upper,2013,0,2,0,4,0,0,0,6,128.5097208938469
1648,arunachal pradesh,siang west,2013,7,6,0,9,2,3,0,27,69.86344247631283
1649,arunachal pradesh,subansiri lower,2013,5,0,0,3,0,0,0,8,110.73093649624543
1650,arunachal pradesh,subansiri upper,2013,10,2,0,8,0,0,0,20,76.8621786840241
1651,arunachal pradesh,tawang,2013,2,1,0,6,0,1,0,10,100.0
1652,arunachal pradesh,tirap,2013,0,2,0,5,0,0,0,7,118.32946624549385
1653,arunachal pradesh,upper dibang valley,2013,0,1,0,0,0,0,0,2,332.1928094887363
1655,assam,baksa,2013,20,46,1,9,0,32,0,108,49.17814092127233
1656,assam,barpeta,2013,148,348,18,341,0,1016,0,1871,30.56165798644897
1657,assam,bieo,2013,0,0,0,0,0,0,0,2,332.1928094887363
1658,assam,bongaigaon,2013,68,95,9,4,0,100,0,276,40.968342792756324
1659,assam,c.i.d.,2013,0,0,0,0,0,0,0,2,332.1928094887363
1660,assam,cachar,2013,79,221,12,25,0,537,0,874,33.99612827968529
1661,assam,chirang,2013,30,50,1,21,0,78,0,180,44.34053967922575
1662,assam,darrang,2013,92,145,3,239,0,378,0,857,34.09500643595363
1663,assam,dhemaji,2013,42,70,1,77,0,85,0,275,40.99481807173218
1664,assam,dhubri,2013,190,350,9,452,11,1080,0,2092,30.11538698299993
1665,assam,dibrugarh,2013,65,108,0,151,0,239,0,563,36.35691502966839
1666,assam,g.r.p.,2013,0,6,0,0,0,0,0,6,128.5097208938469
1667,assam,goalpara,2013,73,103,7,89,0,326,0,598,36.01395806529011
1668,assam,golaghat,2013,85,181,3,76,0,284,0,629,35.7315051675876
1669,assam,guwahati city,2013,103,432,15,207,0,561,0,1318,32.052151052303955
1670,assam,hailakandi,2013,60,71,2,7,0,169,0,309,40.1613122573431
1671,assam,hamren,2013,14,9,0,0,0,0,0,23,73.43611355735557
1672,assam,jorhat,2013,79,160,0,117,0,307,0,663,35.44197076968757
1673,assam,kamrup,2013,66,154,3,86,0,305,0,614,35.86583975166144
1674,assam,karbi anglong,2013,8,43,0,16,0,39,0,106,49.37525818448509
1675,assam,karimganj,2013,44,108,9,9,0,266,0,436,37.88615717737978
1676,assam,kokrajhar,2013,32,79,5,32,0,134,2,284,40.76111867246821
1677,assam,lakhimpur,2013,59,123,3,55,0,300,0,540,36.597946266162964
1678,assam,morigaon,2013,76,123,8,45,0,271,0,523,36.784968870726466
1679,assam,n.c.hills,2013,5,24,3,0,0,0,0,32,66.43856189774725
1680,assam,nagaon,2013,190,438,23,103,3,1120,0,1877,30.548676164386958
1681,assam,nalbari,2013,44,90,3,84,0,178,0,399,38.44715189682763
1682,assam,r.p.o.,2013,9,3,0,0,0,0,0,12,92.6628408029127
1683,assam,sibsagar,2013,60,179,5,53,0,311,0,608,35.92078430608719
1684,assam,sonitpur,2013,99,205,15,34,0,300,0,653,35.525074330961395
1685,assam,stf,2013,0,0,0,0,0,0,0,2,332.1928094887363
1686,assam,tinsukia,2013,77,201,7,34,0,140,0,459,37.5683835843678
1687,assam,udalguri,2013,20,57,5,43,0,80,0,205,43.257200381329106
1689,bihar,araria,2013,52,90,12,10,0,19,5,188,43.97232146061353
1690,bihar,arwal,2013,6,32,15,3,0,30,0,86,51.69298529844585
1691,bihar,aurangabad,2013,19,52,28,37,0,141,0,277,40.94199725482409
1692,bihar,bagaha,2013,15,64,14,17,0,55,0,165,45.09615515410184
1693,bihar,banka,2013,33,69,28,1,1,69,0,201,43.41792774341453
1694,bihar,begusarai,2013,24,125,28,55,0,93,0,325,39.810765720041346
1695,bihar,bettiah,2013,39,154,26,0,0,148,0,367,38.99143104588242
1696,bihar,bhabhua,2013,16,52,27,0,0,49,0,144,46.33142040145635
1697,bihar,bhagalpur,2013,51,123,19,40,0,115,0,348,39.34561561996365
1698,bihar,bhojpur,2013,23,93,38,3,0,137,0,294,40.5129370441162
1699,bihar,buxar,2013,16,63,9,29,0,78,0,195,43.667462274948896
1700,bihar,darbhanga,2013,38,196,33,4,1,343,0,615,35.85675078613052
1701,bihar,gaya,2013,45,175,37,0,0,212,0,469,37.43673879910973
1702,bihar,gopalganj,2013,11,85,33,0,0,143,0,272,41.07503379111396
1703,bihar,jamalpur rly.,2013,1,0,0,0,0,1,0,2,332.1928094887363
1704,bihar,jamui,2013,24,37,19,2,0,104,0,186,44.062317535915355
1705,bihar,jehanabad,2013,14,26,30,5,0,57,0,132,47.15704485866979
1706,bihar,katihar,2013,86,148,21,1,0,99,0,355,39.212174815719194
1707,bihar,katihar rly.,2013,1,4,0,1,0,2,0,8,110.73093649624543
1708,bihar,khagaria,2013,8,59,13,5,0,25,0,110,48.98616553642112
1709,bihar,kishanganj,2013,52,90,7,0,0,65,0,214,42.91083460954809
1710,bihar,lakhisarai,2013,9,26,11,0,0,70,0,116,48.43886410953182
1711,bihar,madhepura,2013,14,70,17,3,0,64,0,168,44.93757376612564
1712,bihar,madhubani,2013,37,141,28,1,0,210,0,417,38.165956996840606
1713,bihar,motihari,2013,25,226,65,5,14,196,0,531,36.695974846521814
1714,bihar,munger,2013,7,55,13,5,0,66,0,146,46.20318712484454
1715,bihar,muzaffarpur,2013,43,295,48,5,27,81,2,501,37.0392631534467
1716,bihar,muzaffarpur rly.,2013,3,5,0,1,0,0,0,9,104.79516371446924
1717,bihar,nalanda,2013,11,107,81,18,0,174,0,391,38.577616173235526
1718,bihar,naugachia,2013,10,26,16,19,0,69,0,140,46.59554245485505
1719,bihar,nawadah,2013,20,51,23,3,0,122,0,219,42.726933476397605
1720,bihar,patna,2013,76,412,96,17,2,459,0,1062,33.045566845196596
1721,bihar,patna rly.,2013,2,11,3,12,0,1,0,29,68.38083759938891
1722,bihar,purnea,2013,56,93,21,0,7,19,0,196,43.625143477457804
1723,bihar,rohtas,2013,60,135,48,5,0,97,0,345,39.403911884078845
1724,bihar,saharsa,2013,14,64,10,0,0,79,0,167,44.989993684786185
1725,bihar,samastipur,2013,35,128,32,8,0,116,0,319,39.939440895234064
1726,bihar,saran,2013,16,125,69,0,0,116,0,326,39.789630630191645
1727,bihar,sheikhpura,2013,10,34,8,0,0,47,0,99,50.10935880000178
1728,bihar,sheohar,2013,3,41,7,0,0,19,0,70,54.19766203817945
1729,bihar,sitamarhi,2013,26,182,24,3,0,140,0,375,38.84956692397803
1730,bihar,siwan,2013,19,190,45,1,0,112,0,367,38.99143104588242
1731,bihar,supaul,2013,34,103,19,5,0,78,0,239,42.0451094243463
1732,bihar,vaishali,2013,24,162,61,7,0,213,0,467,37.462768368958834
1734,chhattisgarh,balod,2013,20,20,3,67,2,11,0,123,47.84906235820734
1735,chhattisgarh,baloda bazar,2013,55,129,4,110,22,31,0,351,39.2879897883799
1736,chhattisgarh,balrampur,2013,84,0,8,50,2,31,1,176,44.53326023644438
1737,chhattisgarh,bemetara,2013,28,27,5,57,2,19,0,138,46.731612377303065
1738,chhattisgarh,bilaspur,2013,96,295,13,308,10,130,0,852,34.12457304309706
1739,chhattisgarh,bizapur,2013,6,10,0,6,1,1,0,24,72.45267751622539
1740,chhattisgarh,dantewara,2013,9,6,0,9,0,1,0,25,71.53382790366966
1741,chhattisgarh,dhamtari,2013,30,29,0,59,1,14,0,133,47.084268068020734
1742,chhattisgarh,durg,2013,106,83,9,236,34,147,0,615,35.85675078613052
1743,chhattisgarh,gariyaband,2013,32,23,0,24,8,12,0,99,50.10935880000178
1744,chhattisgarh,grp raipur,2013,2,1,0,3,0,1,0,7,118.32946624549385
1745,chhattisgarh,jagdalpur,2013,53,40,2,30,1,16,0,142,46.46217606529135
1746,chhattisgarh,janjgir,2013,56,158,11,161,11,138,0,535,36.65213824503275
1747,chhattisgarh,jashpur,2013,88,41,3,52,3,25,0,212,42.98605445564367
1748,chhattisgarh,kabirdham,2013,30,29,3,72,3,11,0,148,46.07739209084348
1749,chhattisgarh,kanker,2013,51,39,2,27,2,29,0,150,45.95395509441787
1750,chhattisgarh,kondagaon,2013,19,25,0,13,0,6,0,63,55.57591642691969
1751,chhattisgarh,korba,2013,57,63,4,71,9,66,0,270,41.129180863066026
1752,chhattisgarh,koriya,2013,63,64,3,88,4,55,0,277,40.94199725482409
1753,chhattisgarh,mahasamund,2013,49,102,8,104,11,48,0,322,39.87469978981657
1754,chhattisgarh,mungeli,2013,23,61,4,44,3,23,0,158,45.482308538854454
1755,chhattisgarh,narayanpur,2013,10,3,0,3,0,2,0,18,79.66397701969123
1756,chhattisgarh,raigarh,2013,90,163,5,126,10,53,0,447,37.731470452842935
1757,chhattisgarh,raipur,2013,139,327,11,263,32,173,0,945,33.608567238548666
1758,chhattisgarh,rajnandgaon,2013,46,72,7,74,4,32,0,235,42.175089794430995
1759,chhattisgarh,sarguja,2013,71,19,0,118,1,35,0,244,41.88674966139013
1760,chhattisgarh,sukma,2013,8,3,1,2,1,4,0,19,78.20114830995408
1761,chhattisgarh,surajpur,2013,59,49,3,84,3,67,0,265,41.266963899763056
1763,goa,north goa,2013,48,31,0,103,36,17,0,235,42.175089794430995
1764,goa,south goa,2013,38,39,0,59,18,23,0,177,44.48451478332893
1766,gujarat,ahmedabad commr.,2013,116,353,20,180,8,1756,0,2433,29.532133260519068
1767,gujarat,ahmedabad rural,2013,17,62,0,33,0,167,0,279,40.889690926333714
1768,gujarat,ahwa-dang,2013,4,5,0,7,1,20,0,37,63.7673065048409
1769,gujarat,amreli,2013,11,60,0,16,2,157,0,246,41.824639950663546
1770,gujarat,anand,2013,12,70,1,20,4,162,0,269,41.15645896210494
1771,gujarat,bharuch,2013,23,41,0,30,0,53,0,147,46.139989929817624
1772,gujarat,bhavnagar,2013,17,100,1,50,7,220,0,395,38.511943253897
1773,gujarat,cid crime,2013,0,1,0,0,0,0,0,2,332.1928094887363
1774,gujarat,dahod,2013,14,75,0,15,0,1,0,105,49.475821015881884
1775,gujarat,gandhinagar,2013,22,61,0,31,6,200,0,320,39.91776974050297
1776,gujarat,himatnagar,2013,14,74,0,33,8,304,0,433,37.92924675979515
1777,gujarat,jamnagar,2013,27,46,1,26,3,480,0,583,36.15762265797374
1778,gujarat,junagadh,2013,29,76,1,52,12,461,0,631,35.71391123805749
1779,gujarat,kheda north,2013,14,64,0,21,1,148,0,248,41.76321485238515
1780,gujarat,kutch (east(g)),2013,25,41,0,34,0,249,0,349,39.32633319605598
1781,gujarat,kutch (west-bhuj),2013,28,26,0,29,0,200,0,283,40.786586690865676
1782,gujarat,mehsana,2013,11,124,0,37,0,321,0,493,37.135419501246794
1783,gujarat,narmada,2013,7,21,0,15,0,10,0,53,57.9953601178403
1784,gujarat,navsari,2013,9,31,0,13,1,88,0,142,46.46217606529135
1785,gujarat,palanpur,2013,62,94,0,96,3,377,0,632,35.70514164941205
1786,gujarat,panchmahal,2013,16,96,0,46,0,217,0,375,38.84956692397803
1787,gujarat,patan,2013,19,74,0,47,1,174,0,315,40.027049418781615
1788,gujarat,porbandar,2013,6,14,0,6,0,79,0,105,49.475821015881884
1789,gujarat,rajkot commr.,2013,14,47,1,18,4,254,0,338,39.54262312753157
1790,gujarat,rajkot rural,2013,30,74,1,41,2,404,0,552,36.470540433311655
1791,gujarat,surat commr.,2013,76,195,2,91,0,491,0,855,34.10680617953567
1792,gujarat,surat rural,2013,19,27,1,15,0,114,0,176,44.53326023644438
1793,gujarat,surendranagar,2013,18,66,0,51,7,133,0,275,40.99481807173218
1794,gujarat,tapi,2013,8,17,0,13,0,12,0,50,58.8591910067779
1795,gujarat,vadodara commr.,2013,19,68,0,107,7,417,0,618,35.82959976100144
1796,gujarat,vadodara rural,2013,25,71,0,29,0,110,0,235,42.175089794430995
1797,gujarat,valsad,2013,19,49,0,33,0,28,0,129,47.38012296374816
1798,gujarat,w.rly ahmedabad,2013,0,5,0,2,0,5,0,12,92.6628408029127
1799,gujarat,w.rly vadodara,2013,1,2,0,6,0,0,0,9,104.79516371446924
1801,haryana,ambala rural,2013,17,58,3,32,0,79,0,189,43.92781808009188
1802,haryana,ambala urban,2013,24,92,1,48,18,170,0,353,39.249938304406705
1803,haryana,bhiwani,2013,52,118,20,97,36,144,0,467,37.462768368958834
1804,haryana,faridabad,2013,65,115,22,90,56,255,0,603,35.96711769672971
1805,haryana,fatehabad,2013,30,41,2,46,25,193,0,337,39.562754011387284
1806,haryana,grp,2013,2,7,3,18,51,0,0,81,52.39758185723462
1807,haryana,gurgaon,2013,82,184,18,97,42,290,0,713,35.0497238007081
1808,haryana,hissar,2013,61,97,17,118,31,319,0,643,35.609860143758674
1809,haryana,i&p haryana,2013,0,0,0,0,0,0,0,2,332.1928094887363
1810,haryana,jhajjar,2013,17,38,22,44,16,109,0,246,41.824639950663546
1811,haryana,jind,2013,38,73,9,69,34,121,0,344,39.4234953635136
1812,haryana,kaithal,2013,26,72,4,39,11,146,0,298,40.416838839807255
1813,haryana,karnal,2013,72,218,12,181,21,213,0,717,35.01990165308967
1814,haryana,kurukshetra,2013,25,56,8,70,26,137,0,322,39.87469978981657
1815,haryana,mahendragarh,2013,28,53,9,81,48,84,0,303,40.2991384331766
1816,haryana,mewat,2013,68,33,10,46,7,198,0,362,39.082215595644286
1817,haryana,palwal,2013,51,49,12,77,23,192,0,404,38.36737069203086
1818,haryana,panchkula,2013,15,102,4,41,9,80,0,251,41.67233199448536
1819,haryana,panipat,2013,52,114,14,60,19,118,0,377,38.814732369222824
1820,haryana,rewari,2013,43,48,13,62,52,117,0,335,39.603257621931306
1821,haryana,rohtak,2013,51,57,17,55,39,127,0,346,39.3844044483526
1822,haryana,sirsa,2013,64,113,5,58,13,187,2,442,37.80114848152582
1823,haryana,sonipat,2013,50,57,27,71,48,167,0,420,38.12066217497453
1824,haryana,yamunanagar,2013,38,162,11,60,18,171,0,460,37.5550486830597
1826,himachal pradesh,baddipolicedist,2013,6,23,0,17,1,20,0,67,54.76226924115958
1827,himachal pradesh,bilaspur,2013,13,43,0,32,23,32,0,143,46.396477515224134
1828,himachal pradesh,chamba,2013,19,13,0,31,1,7,0,71,54.0173120997359
1829,himachal pradesh,cid,2013,1,0,0,0,0,0,0,2,332.1928094887363
1830,himachal pradesh,g.r.p.,2013,0,0,0,1,0,0,0,2,332.1928094887363
1831,himachal pradesh,hamirpur,2013,12,11,0,31,20,23,0,97,50.332908544690994
1832,himachal pradesh,kangra,2013,33,53,0,100,31,53,0,270,41.129180863066026
1833,himachal pradesh,kinnaur,2013,6,2,0,8,0,4,0,20,76.8621786840241
1834,himachal pradesh,kullu,2013,29,26,0,44,2,30,0,131,47.230602996026484
1835,himachal pradesh,lahaul-spiti,2013,1,0,0,0,1,0,0,2,332.1928094887363
1836,himachal pradesh,mandi,2013,31,36,0,73,14,34,0,188,43.97232146061353
1837,himachal pradesh,shimla,2013,32,40,0,63,11,29,0,175,44.58239130565268
1838,himachal pradesh,sirmaur,2013,25,11,0,40,4,23,0,103,49.681116174035076
1839,himachal pradesh,solan,2013,17,14,0,19,1,16,0,67,54.76226924115958
1840,himachal pradesh,una,2013,25,18,0,34,2,57,0,136,46.8704834056149
1842,jammu & kashmir,anantnag,2013,19,88,0,129,26,4,0,266,41.23912626883177
1843,jammu & kashmir,awantipora,2013,5,14,0,18,4,1,0,42,61.60483210529383
1844,jammu & kashmir,bandipora,2013,8,50,0,47,9,5,0,119,48.180071017476656
1845,jammu & kashmir,baramulla,2013,19,92,0,135,18,13,0,277,40.94199725482409
1846,jammu & kashmir,budgam,2013,11,61,0,26,13,2,0,113,48.707344971355255
1847,jammu & kashmir,crime jammu,2013,0,0,0,0,0,0,0,2,332.1928094887363
1848,jammu & kashmir,crime srinagar,2013,0,0,0,0,0,0,0,2,332.1928094887363
1849,jammu & kashmir,doda,2013,29,36,0,41,9,41,0,156,45.597044543220065
1850,jammu & kashmir,ganderbal,2013,5,28,0,64,4,5,0,106,49.37525818448509
1851,jammu & kashmir,handwara,2013,10,28,0,77,5,5,0,125,47.68921860244644
1852,jammu & kashmir,jammu,2013,50,96,5,72,53,92,0,368,38.97347273374055
1853,jammu & kashmir,kargil,2013,0,1,0,1,0,0,0,2,332.1928094887363
1854,jammu & kashmir,kathua,2013,20,24,0,37,15,21,0,117,48.35155381807434
1855,jammu & kashmir,kishtwar,2013,12,14,0,14,5,19,0,64,55.36546824812272
1856,jammu & kashmir,kulgam,2013,13,60,0,136,18,0,0,227,42.44435590326505
1857,jammu & kashmir,kupwara,2013,19,51,0,47,14,10,0,141,46.528527227011814
1858,jammu & kashmir,leh,2013,2,0,0,2,1,0,0,5,143.06765580733932
1859,jammu & kashmir,poonch,2013,20,24,0,45,4,14,0,107,49.27604187023892
1860,jammu & kashmir,pulwama,2013,10,28,0,19,9,3,0,69,54.38184161154121
1861,jammu & kashmir,railways jammu,2013,0,0,0,1,0,0,0,2,332.1928094887363
1862,jammu & kashmir,railways kashmir,2013,0,0,0,0,2,0,0,2,332.1928094887363
1863,jammu & kashmir,railways katra,2013,0,0,0,0,0,0,0,2,332.1928094887363
1864,jammu & kashmir,rajouri,2013,30,58,1,46,16,57,0,208,43.139459777360415
1865,jammu & kashmir,ramban,2013,13,21,0,21,6,9,0,70,54.19766203817945
1866,jammu & kashmir,reasi,2013,13,17,0,5,8,14,0,57,56.95166695789404
1867,jammu & kashmir,samba,2013,5,8,1,23,7,12,0,56,57.202084933193134
1868,jammu & kashmir,shopian,2013,5,17,0,27,4,2,0,55,57.45928742534717
1869,jammu & kashmir,sopore,2013,15,34,0,63,3,5,0,120,48.0958551305197
1870,jammu & kashmir,srinagar,2013,22,86,0,266,90,72,0,536,36.64124657392245
1871,jammu & kashmir,udhampur,2013,23,13,0,27,11,22,0,96,50.44718317717921
1873,jharkhand,bokaro,2013,58,78,15,8,0,243,0,402,38.39912433160672
1874,jharkhand,chaibasa,2013,77,27,0,36,0,55,0,195,43.667462274948896
1875,jharkhand,chatra,2013,25,25,10,16,0,19,0,95,50.56318270792695
1876,jharkhand,deoghar,2013,61,5,24,65,0,252,0,407,38.32013114623805
1877,jharkhand,dhanbad,2013,65,144,37,6,0,89,0,341,39.48270737558804
1878,jharkhand,dhanbad rly.,2013,0,5,0,11,0,0,0,16,83.04820237218408
1879,jharkhand,dumka,2013,41,26,10,15,0,73,0,165,45.09615515410184
1880,jharkhand,garhwa,2013,53,28,30,33,0,125,0,269,41.15645896210494
1881,jharkhand,giridih,2013,53,29,44,24,0,323,0,473,37.38511823175122
1882,jharkhand,godda,2013,44,28,8,0,0,0,0,80,52.54612271806533
1883,jharkhand,gumla,2013,59,34,1,15,0,17,0,126,47.61064671776892
1884,jharkhand,hazaribagh,2013,63,62,28,35,0,50,0,238,42.077324575196634
1885,jharkhand,jamshedpur,2013,85,81,15,86,5,186,0,458,37.58175707364887
1886,jharkhand,jamshedpur rly.,2013,3,1,1,4,0,0,0,9,104.79516371446924
1887,jharkhand,jamtara,2013,32,21,8,9,1,150,0,221,42.654977634272655
1888,jharkhand,khunti,2013,9,7,0,8,1,8,0,33,65.85385709929116
1889,jharkhand,koderma,2013,23,25,6,17,0,48,0,119,48.180071017476656
1890,jharkhand,latehar,2013,27,10,5,19,0,16,0,77,53.0084768854917
1891,jharkhand,lohardagga,2013,34,10,3,2,0,35,0,84,51.96750841955703
1892,jharkhand,pakur,2013,48,26,2,10,0,147,0,233,42.24121903759183
1893,jharkhand,palamu,2013,31,24,22,18,0,31,0,126,47.61064671776892
1894,jharkhand,ramgarh,2013,36,35,14,18,9,25,0,137,46.80069146012954
1895,jharkhand,ranchi,2013,70,59,13,23,2,47,2,216,42.8365736312823
1896,jharkhand,sahebganj,2013,145,83,5,13,0,104,0,350,39.30712475323702
1897,jharkhand,saraikela,2013,33,33,6,24,0,28,0,124,47.76868449810208
1898,jharkhand,simdega,2013,29,20,0,9,0,13,0,71,54.0173120997359
1900,karnataka,bagalkot,2013,30,11,3,86,2,46,0,178,44.436149650910345
1901,karnataka,bangalore commr.,2013,80,538,52,378,73,482,0,1603,31.201895235114343
1902,karnataka,bangalore rural,2013,57,85,22,130,0,112,0,406,38.33582594645043
1903,karnataka,belgaum,2013,61,25,7,246,12,200,0,551,36.481017701424484
1904,karnataka,bellary,2013,36,23,5,99,0,58,0,221,42.654977634272655
1905,karnataka,bidar,2013,18,31,7,82,9,112,0,259,41.437040473946354
1906,karnataka,bijapur,2013,28,21,2,94,0,92,0,237,42.10972508645534
1907,karnataka,cbpura,2013,33,16,17,57,0,51,0,174,44.63191339206263
1908,karnataka,chamarajnagar,2013,16,15,4,95,0,25,0,155,45.655185506165886
1909,karnataka,chickmagalur,2013,21,36,7,141,0,69,0,274,41.02142422820474
1910,karnataka,chitradurga,2013,31,27,7,178,0,64,0,307,40.20685016402187
